date,target,target_group,value,population
2025-02-01,SARI_NATIONAL,Overall,153,45195777
2025-02-01,SARI_NATIONAL,Pediatrics,61,14583179
2025-02-08,SARI_NATIONAL,Adults,86,30612598
2025-02-08,SARI_NATIONAL,Overall,172,45195777
2025-02-08,SARI_NATIONAL,Pediatrics,86,14583179
2025-02-15,SARI_NATIONAL,Adults,90,30612598
2025-02-15,SARI_NATIONAL,Overall,170,45195777
2025-02-15,SARI_NATIONAL,Pediatrics,80,14583179
2025-02-22,SARI_NATIONAL,Adults,86,30612598
2025-02-22,SARI_NATIONAL,Overall,164,45195777
2025-02-22,SARI_NATIONAL,Pediatrics,78,14583179
2025-03-01,SARI_NATIONAL,Adults,102,30612598
2025-03-01,SARI_NATIONAL,Overall,175,45195777
2025-03-01,SARI_NATIONAL,Pediatrics,73,14583179
2025-03-08,SARI_NATIONAL,Adults,101,30612598
2025-03-08,SARI_NATIONAL,Overall,181,45195777
2025-03-08,SARI_NATIONAL,Pediatrics,80,14583179
2025-03-15,SARI_NATIONAL,Adults,117,30612598
2025-03-15,SARI_NATIONAL,Overall,227,45195777
2025-03-15,SARI_NATIONAL,Pediatrics,110,14583179
2025-03-22,SARI_NATIONAL,Adults,158,30612598
2025-03-22,SARI_NATIONAL,Overall,320,45195777
2025-03-22,SARI_NATIONAL,Pediatrics,162,14583179
2025-03-29,SARI_NATIONAL,Adults,156,30612598
2025-03-29,SARI_NATIONAL,Overall,326,45195777
2025-03-29,SARI_NATIONAL,Pediatrics,170,14583179
2025-04-05,SARI_NATIONAL,Adults,150,30612598
2025-04-05,SARI_NATIONAL,Overall,292,45195777
2025-04-05,SARI_NATIONAL,Pediatrics,142,14583179
2025-04-12,SARI_NATIONAL,Adults,153,30612598
2025-04-12,SARI_NATIONAL,Overall,307,45195777
2025-04-12,SARI_NATIONAL,Pediatrics,154,14583179
2025-04-19,SARI_NATIONAL,Adults,153,30612598
2025-04-19,SARI_NATIONAL,Overall,334,45195777
2025-04-19,SARI_NATIONAL,Pediatrics,181,14583179
2025-04-26,SARI_NATIONAL,Adults,207,30612598
2025-04-26,SARI_NATIONAL,Overall,378,45195777
2025-04-26,SARI_NATIONAL,Pediatrics,171,14583179
2025-05-03,SARI_NATIONAL,Adults,190,30612598
2025-05-03,SARI_NATIONAL,Overall,402,45195777
2025-05-03,SARI_NATIONAL,Pediatrics,212,14583179
2025-05-10,SARI_NATIONAL,Adults,202,30612598
2025-05-10,SARI_NATIONAL,Overall,408,45195777
2025-05-10,SARI_NATIONAL,Pediatrics,206,14583179
2025-05-17,SARI_NATIONAL,Adults,235,30612598
2025-05-17,SARI_NATIONAL,Overall,486,45195777
2025-05-17,SARI_NATIONAL,Pediatrics,251,14583179
2025-05-24,SARI_NATIONAL,Adults,292,30612598
2025-05-24,SARI_NATIONAL,Overall,608,45195777
2025-05-24,SARI_NATIONAL,Pediatrics,316,14583179
2025-05-31,SARI_NATIONAL,Adults,347,30612598
2025-05-31,SARI_NATIONAL,Overall,710,45195777
2025-05-31,SARI_NATIONAL,Pediatrics,363,14583179
2025-06-07,SARI_NATIONAL,Adults,515,30612598
2025-06-07,SARI_NATIONAL,Overall,1046,45195777
2025-06-07,SARI_NATIONAL,Pediatrics,531,14583179
2025-06-14,SARI_NATIONAL,Adults,582,30612598
2025-06-14,SARI_NATIONAL,Overall,1092,45195777
2025-06-14,SARI_NATIONAL,Pediatrics,510,14583179
2025-06-21,SARI_NATIONAL,Adults,503,30612598
2025-06-21,SARI_NATIONAL,Overall,1009,45195777
2025-06-21,SARI_NATIONAL,Pediatrics,506,14583179
2025-06-28,SARI_NATIONAL,Adults,458,30612598
2025-06-28,SARI_NATIONAL,Overall,915,45195777
2025-06-28,SARI_NATIONAL,Pediatrics,457,14583179
2025-07-05,SARI_NATIONAL,Adults,422,30612598
2025-07-05,SARI_NATIONAL,Overall,971,45195777
2025-07-05,SARI_NATIONAL,Pediatrics,549,14583179
2025-07-12,SARI_NATIONAL,Adults,320,30612598
2025-07-12,SARI_NATIONAL,Overall,838,45195777
2025-07-12,SARI_NATIONAL,Pediatrics,518,14583179
2025-07-19,SARI_NATIONAL,Adults,224,30612598
2025-07-19,SARI_NATIONAL,Overall,798,45195777
2025-07-19,SARI_NATIONAL,Pediatrics,574,14583179
2025-07-26,SARI_NATIONAL,Adults,172,30612598
2025-07-26,SARI_NATIONAL,Overall,665,45195777
2025-07-26,SARI_NATIONAL,Pediatrics,493,14583179
2025-08-02,SARI_NATIONAL,Adults,177,30612598
2025-08-02,SARI_NATIONAL,Overall,726,45195777
2025-08-02,SARI_NATIONAL,Pediatrics,549,14583179
2025-08-09,SARI_NATIONAL,Adults,187,30612598
2025-08-09,SARI_NATIONAL,Overall,695,45195777
2025-08-09,SARI_NATIONAL,Pediatrics,508,14583179
2025-08-16,SARI_NATIONAL,Adults,161,30612598
2025-08-16,SARI_NATIONAL,Overall,701,45195777
2025-08-16,SARI_NATIONAL,Pediatrics,540,14583179
2025-08-23,SARI_NATIONAL,Adults,168,30612598
2025-08-23,SARI_NATIONAL,Overall,708,45195777
2025-08-23,SARI_NATIONAL,Pediatrics,540,14583179
2025-08-30,SARI_NATIONAL,Adults,146,30612598
2025-08-30,SARI_NATIONAL,Overall,600,45195777
2025-08-30,SARI_NATIONAL,Pediatrics,454,14583179
2025-09-06,SARI_NATIONAL,Adults,164,30612598
2025-09-06,SARI_NATIONAL,Overall,591,45195777
2025-09-06,SARI_NATIONAL,Pediatrics,427,14583179
2025-09-13,SARI_NATIONAL,Adults,164,30612598
2025-09-13,SARI_NATIONAL,Overall,571,45195777
2025-09-13,SARI_NATIONAL,Pediatrics,407,14583179
2025-09-20,SARI_NATIONAL,Adults,158,30612598
2025-09-20,SARI_NATIONAL,Overall,520,45195777
2025-09-20,SARI_NATIONAL,Pediatrics,362,14583179
2025-09-27,SARI_NATIONAL,Adults,132,30612598
2025-09-27,SARI_NATIONAL,Overall,430,45195777
2025-09-27,SARI_NATIONAL,Pediatrics,298,14583179
2025-10-04,SARI_NATIONAL,Adults,126,30612598
2025-10-04,SARI_NATIONAL,Overall,425,45195777
2025-10-04,SARI_NATIONAL,Pediatrics,299,14583179
2025-10-11,SARI_NATIONAL,Adults,110,30612598
2025-10-11,SARI_NATIONAL,Overall,383,45195777
2025-10-11,SARI_NATIONAL,Pediatrics,273,14583179
2025-10-18,SARI_NATIONAL,Adults,121,30612598
2025-10-18,SARI_NATIONAL,Overall,346,45195777
2025-10-18,SARI_NATIONAL,Pediatrics,225,14583179
2025-10-25,SARI_NATIONAL,Adults,116,30612598
2025-10-25,SARI_NATIONAL,Overall,338,45195777
2025-10-25,SARI_NATIONAL,Pediatrics,222,14583179
2025-11-01,SARI_NATIONAL,Adults,100,30612598
2025-11-01,SARI_NATIONAL,Overall,259,45195777
2025-11-01,SARI_NATIONAL,Pediatrics,159,14583179
2025-11-08,SARI_NATIONAL,Adults,91,30612598
2025-11-08,SARI_NATIONAL,Overall,309,45195777
2025-11-08,SARI_NATIONAL,Pediatrics,218,14583179
2025-11-15,SARI_NATIONAL,Adults,116,30612598
2025-11-15,SARI_NATIONAL,Overall,276,45195777
2025-11-15,SARI_NATIONAL,Pediatrics,160,14583179
2025-11-22,SARI_NATIONAL,Adults,77,30612598
2025-11-22,SARI_NATIONAL,Overall,214,45195777
2025-11-22,SARI_NATIONAL,Pediatrics,137,14583179
2025-11-29,SARI_NATIONAL,Adults,61,30612598
2025-11-29,SARI_NATIONAL,Overall,174,45195777
2025-11-29,SARI_NATIONAL,Pediatrics,113,14583179
2025-12-06,SARI_NATIONAL,Adults,83,30612598
2025-12-06,SARI_NATIONAL,Overall,187,45195777
2025-12-06,SARI_NATIONAL,Pediatrics,104,14583179
2025-12-13,SARI_NATIONAL,Adults,89,30612598
2025-12-13,SARI_NATIONAL,Overall,191,45195777
2025-12-13,SARI_NATIONAL,Pediatrics,102,14583179
2025-12-20,SARI_NATIONAL,Adults,65,30612598
2025-12-20,SARI_NATIONAL,Overall,137,45195777
2025-12-20,SARI_NATIONAL,Pediatrics,72,14583179
2025-12-27,SARI_NATIONAL,Adults,93,30612598
2025-12-27,SARI_NATIONAL,Overall,145,45195777
2025-12-27,SARI_NATIONAL,Pediatrics,52,14583179
2026-01-03,SARI_NATIONAL,Adults,52,30612598
2026-01-03,SARI_NATIONAL,Overall,99,45195777
2026-01-03,SARI_NATIONAL,Pediatrics,47,14583179
2026-01-10,SARI_NATIONAL,Adults,108,30612598
2026-01-10,SARI_NATIONAL,Overall,205,45195777
2026-01-10,SARI_NATIONAL,Pediatrics,97,14583179
2026-01-17,SARI_NATIONAL,Adults,93,30612598
2026-01-17,SARI_NATIONAL,Overall,165,45195777
2026-01-17,SARI_NATIONAL,Pediatrics,72,14583179
2026-01-24,SARI_NATIONAL,Adults,110,30612598
2026-01-24,SARI_NATIONAL,Overall,183,45195777
2026-01-24,SARI_NATIONAL,Pediatrics,73,14583179
2026-01-31,SARI_NATIONAL,Adults,74,30612598
2026-01-31,SARI_NATIONAL,Overall,138,45195777
2026-01-31,SARI_NATIONAL,Pediatrics,64,14583179
2026-02-07,SARI_NATIONAL,Adults,105,30612598
2026-02-07,SARI_NATIONAL,Overall,164,45195777
2026-02-07,SARI_NATIONAL,Pediatrics,59,14583179
2026-02-14,SARI_NATIONAL,Adults,69,30612598
2026-02-14,SARI_NATIONAL,Overall,121,45195777
2026-02-14,SARI_NATIONAL,Pediatrics,52,14583179
2026-02-21,SARI_NATIONAL,Adults,72,30612598
2026-02-21,SARI_NATIONAL,Overall,123,45195777
2026-02-21,SARI_NATIONAL,Pediatrics,51,14583179
2026-02-28,SARI_NATIONAL,Adults,80,30612598
2026-02-28,SARI_NATIONAL,Overall,150,45195777
2026-02-28,SARI_NATIONAL,Pediatrics,70,14583179
2026-03-07,SARI_NATIONAL,Adults,93,30612598
2026-03-07,SARI_NATIONAL,Overall,198,45195777
2026-03-07,SARI_NATIONAL,Pediatrics,105,14583179
2026-03-14,SARI_NATIONAL,Adults,82,30612598
2026-03-14,SARI_NATIONAL,Overall,281,45195777
2026-03-14,SARI_NATIONAL,Pediatrics,199,14583179
2026-03-21,SARI_NATIONAL,Adults,97,30612598
2026-03-21,SARI_NATIONAL,Overall,301,45195777
2026-03-21,SARI_NATIONAL,Pediatrics,204,14583179
2026-03-28,SARI_NATIONAL,Adults,106,30612598
2026-03-28,SARI_NATIONAL,Overall,279,45195777
2026-03-28,SARI_NATIONAL,Pediatrics,173,14583179
2026-04-04,SARI_NATIONAL,Adults,130,30612598
2026-04-04,SARI_NATIONAL,Overall,274,45195777
2026-04-04,SARI_NATIONAL,Pediatrics,144,14583179
2026-04-11,SARI_NATIONAL,Adults,147,30612598
2026-04-11,SARI_NATIONAL,Overall,303,45195777
2026-04-11,SARI_NATIONAL,Pediatrics,156,14583179
2026-04-18,SARI_NATIONAL,Adults,111,30612598
2026-04-18,SARI_NATIONAL,Overall,310,45195777
2026-04-18,SARI_NATIONAL,Pediatrics,199,14583179
2026-04-25,SARI_NATIONAL,Adults,143,30612598
2026-04-25,SARI_NATIONAL,Overall,356,45195777
2026-04-25,SARI_NATIONAL,Pediatrics,213,14583179
2026-05-02,SARI_NATIONAL,Adults,175,30612598
2026-05-02,SARI_NATIONAL,Overall,446,45195777
2026-05-02,SARI_NATIONAL,Pediatrics,271,14583179
2026-05-09,SARI_NATIONAL,Adults,196,30612598
2026-05-09,SARI_NATIONAL,Overall,484,45195777
2026-05-09,SARI_NATIONAL,Pediatrics,288,14583179
2026-05-16,SARI_NATIONAL,Adults,245,30612598
2026-05-16,SARI_NATIONAL,Overall,566,45195777
2026-05-16,SARI_NATIONAL,Pediatrics,321,14583179
2026-05-23,SARI_NATIONAL,Adults,306,30612598
2026-05-23,SARI_NATIONAL,Overall,651,45195777
2026-05-23,SARI_NATIONAL,Pediatrics,345,14583179
2026-05-30,SARI_NATIONAL,Adults,320,30612598
2026-05-30,SARI_NATIONAL,Overall,725,45195777
2026-05-30,SARI_NATIONAL,Pediatrics,405,14583179
2026-06-06,SARI_NATIONAL,Adults,306,30612598
2026-06-06,SARI_NATIONAL,Overall,679,45195777
2026-06-06,SARI_NATIONAL,Pediatrics,373,14583179
2026-06-13,SARI_NATIONAL,Adults,102,30612598
2026-06-13,SARI_NATIONAL,Overall,228,45195777
2026-06-13,SARI_NATIONAL,Pediatrics,126,14583179
